X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
4,5,aug,mon,1,0.631174533,0.795747342,0.833333333,0.975945017,0.146666667,0.317647059,0,0.009945069
3,4,aug,tue,0.996941896,0.651664837,0.80750469,0.703125,0.965635739,0.16,0.211764706,0,0.052705274
6,5,aug,tue,0.996941896,0.651664837,0.80750469,0.703125,1,0.146666667,0.270588235,0,0.145549851
7,5,aug,tue,0.996941896,0.651664837,0.80750469,0.703125,0.793814433,0.64,0.529411765,1,0.038846803
2,4,aug,wed,0.948012232,0.499085254,0.829893684,1,0.859106529,0.2,0.529411765,0,0.007001041
4,3,aug,wed,0.948012232,0.499085254,0.829893684,1,0.848797251,0.186666667,0.529411765,0,0.178041863
1,2,aug,thu,0.840978593,0.586169045,0.899061914,0.484375,0.773195876,0.266666667,0.164705882,0,0.02082361
5,4,aug,fri,0.840978593,0.599707281,0.909318324,0.328125,0.580756014,0.746666667,0.847058824,0.21875,0.007790902
6,5,aug,fri,0.840978593,0.599707281,0.909318324,0.328125,0.481099656,0.626666667,0.588235294,0,0.001543819
4,3,aug,sun,0.55351682,0.196487377,0.800500313,0.057291667,0.810996564,0.226666667,0.270588235,0,0.023121387
2,4,aug,sun,0.55351682,0.196487377,0.800500313,0.057291667,0.608247423,0.746666667,0.635294118,0,0.194916167
7,4,aug,sun,0.55351682,0.196487377,0.800500313,0.057291667,0.58419244,0.733333333,0.741176471,0,0.040067497
